Model,K,Training Accuracy,Variance,Test Accuracy,Bias
K-Nearest Neighbors,8,0.8378257249216301,0.00033846799055162023,0.8350045578851413,0.0028211670364888253
Support Vector Machine,8,0.8487705721003135,0.000260606471981531,0.8368277119416591,0.011942860158654423
Decision Tree,8,0.7682675352664577,0.00027262549928378367,0.7666362807657247,0.0016312545007330925
Logistic Regression,9,0.8558136342420997,0.0008166985817392123,0.8468550592525068,0.008958574989592849
K-Nearest Neighbors,9,0.8366663921148726,0.0007237867359061515,0.8350045578851413,0.0016618342297313182
Support Vector Machine,9,0.8491681080635862,0.0007450340130461008,0.8368277119416591,0.012340396121927166
Decision Tree,9,0.753831370288005,0.0007593438616600753,0.7666362807657247,-0.0128049104777197
Logistic Regression,10,0.8542386642156863,0.0007970102136385347,0.8468550592525068,0.007383604963179469
K-Nearest Neighbors,10,0.8358700980392157,0.0004771682616061131,0.8350045578851413,0.0008655401540744734
Support Vector Machine,10,0.8491605392156863,0.000629030094344723,0.8368277119416591,0.012332827274027292
Decision Tree,10,0.7596645220588235,0.000578139804721291,0.7666362807657247,-0.006971758706901143
Logistic Regression,11,0.8550409003457694,0.0006415918740659612,0.8468550592525068,0.008185841093262591
K-Nearest Neighbors,11,0.83628089388782,0.0005763528655285459,0.8350045578851413,0.0012763360026787351
Support Vector Machine,11,0.8495650974746728,0.0005216752992602123,0.8368277119416591,0.012737385533013734
Decision Tree,11,0.7600670012243196,0.00037302606591667185,0.7666362807657247,-0.006569279541405071
Logistic Regression,12,0.8554217308001698,0.0007827829565035749,0.8468550592525068,0.008566671547662996
K-Nearest Neighbors,12,0.8343187369283197,0.0005650768458183067,0.8350045578851413,-0.0006858209568215701
Support Vector Machine,12,0.8495550144062717,0.0007470313755467173,0.8368277119416591,0.012727302464612622
Decision Tree,12,0.7628065903207407,0.0012563248611798144,0.7666362807657247,-0.0038296904449839353
Logistic Regression,13,0.8554156141175719,0.000667429560944036,0.8468550592525068,0.008560554865065129
K-Nearest Neighbors,13,0.8331307923403645,0.000636082230191369,0.8350045578851413,-0.0018737655447768065
Support Vector Machine,13,0.8487696132728766,0.0005157191052870707,0.8368277119416591,0.01194190133121753
Decision Tree,13,0.760459084063145,0.0017527532826291776,0.7666362807657247,-0.006177196702579657
Logistic Regression,14,0.853876607389488,0.0013036158907544103,0.8468550592525068,0.007021548136981193
K-Nearest Neighbors,14,0.8347230443249181,0.0013787592503377317,0.8350045578851413,-0.00028151356022321217
Support Vector Machine,14,0.8487895788832558,0.0012631860272490152,0.8368277119416591,0.011961866941596733
Decision Tree,14,0.7491442983246264,0.0014434667577528095,0.7666362807657247,-0.017491982441098286
Logistic Regression,15,0.8558147001490657,0.0012449673970471246,0.8468550592525068,0.008959640896558874
K-Nearest Neighbors,15,0.8362756564614152,0.0009741992386883218,0.8350045578851413,0.0012710985762739435
Support Vector Machine,15,0.8503336773305815,0.0010305621418347083,0.8368277119416591,0.013505965388922458
Decision Tree,15,0.7495218438252496,0.001786292437421079,0.7666362807657247,-0.017114436940475097
Logistic Regression,16,0.8546359080188679,0.0009629443702684171,0.8468550592525068,0.007780848766361093
K-Nearest Neighbors,16,0.8366524174528301,0.0008693217857743802,0.8350045578851413,0.0016478595676888697
Support Vector Machine,16,0.8487740762578616,0.0009224856014394301,0.8368277119416591,0.011946364316202551
Decision Tree,16,0.7553803066037736,0.0012948802867874469,0.7666362807657247,-0.01125597416195101
Logistic Regression,17,0.8558057395143488,0.000996933915007168,0.8468550592525068,0.008950680261841981
K-Nearest Neighbors,17,0.8362706142059473,0.00103326510851853,0.8350045578851413,0.0012660563208060083
Support Vector Machine,17,0.8503311258278146,0.000835391177946845,0.8368277119416591,0.013503413886155502
Decision Tree,17,0.7616621218023635,0.0005210944345524285,0.7666362807657247,-0.004974158963361175
Logistic Regression,18,0.8546570800091927,0.0010566553817490541,0.8468550592525068,0.007802020756685901
K-Nearest Neighbors,18,0.8355111242435185,0.000995372723657662,0.8350045578851413,0.0005065663583772029
Support Vector Machine,18,0.8495655361852544,0.0008735743535270858,0.8368277119416591,0.012737824243595375
Decision Tree,18,0.7635947776792846,0.00038316119064703286,0.7666362807657247,-0.0030415030864400228
Logistic Regression,19,0.8546710889994472,0.001641069718566497,0.8468550592525068,0.0078160297469404
K-Nearest Neighbors,19,0.8351109947339327,0.0015228337422080144,0.8350045578851413,0.00010643684879141357
Support Vector Machine,19,0.8499723604201217,0.0015628950055099837,0.8368277119416591,0.01314464847846264
Decision Tree,19,0.7678944458991592,0.002017011615458012,0.7666362807657247,0.0012581651334345745
Logistic Regression,20,0.8546413631889763,0.0013731776697562183,0.8468550592525068,0.0077863039364695075
K-Nearest Neighbors,20,0.83548843503937,0.001160760123033918,0.8350045578851413,0.0004838771542287068
Support Vector Machine,20,0.8495601624015748,0.001431110170875127,0.8368277119416591,0.012732450459915778
Decision Tree,20,0.7600609005905512,0.0009167573843570541,0.7666362807657247,-0.006575380175173451
